sub_id,name,lat,lon,Pd,state,ba
36269,CASTRO VALLEY 2,37.7542,-122.099,73.1,CA,CISO
36270,PLEASANT HILL 1,37.9213,-121.978,30.21,CA,CISO
36271,PLEASANT HILL 2,38.0147,-122.042,30.21,CA,CISO
36272,MOUNTAIN VIEW 3,37.3979,-122.153,23.93,CA,CISO
36273,WALNUT CREEK 1,37.8727,-122.101,36.5,CA,CISO
36274,MOUNTAIN VIEW 4,37.4528,-122.105,25.52,CA,CISO
36275,MOUNTAIN VIEW 5,37.4199,-122.039,25.52,CA,CISO
36276,WALNUT CREEK 2,37.8134,-122.134,29.94,CA,CISO
36277,SANTA CRUZ 3,37.0632,-122.128,13.2,CA,CISO
36278,HAYWARD 5,37.5495,-122.089,65.72,CA,CISO
36279,HAYWARD 6,37.6188,-122.085,65.72,CA,CISO
36280,SARATOGA 1,37.2793,-121.987,27.56,CA,CISO
36281,SARATOGA 2,37.2943,-122.076,27.56,CA,CISO
36282,CONCORD 1,37.9864,-122.131,33.49,CA,CISO
36283,CONCORD 2,37.9138,-122.104,33.49,CA,CISO
36284,WALNUT CREEK 3,37.9384,-122.132,36.07,CA,CISO
36285,HAYWARD 7,37.5855,-122.081,22.89,CA,CISO
36286,SUNNYVALE 1,37.3503,-122.01,48.86,CA,CISO
36287,SUNNYVALE 2,37.3078,-122.073,48.86,CA,CISO
36288,NEWARK 1,37.5209,-122.069,38.32,CA,CISO
36289,NEWARK 2,37.5547,-122.106,38.32,CA,CISO
36290,SUNNYVALE 3,37.2778,-121.94,42.73,CA,CISO
36291,SUNNYVALE 4,37.3989,-121.936,41.13,CA,CISO
36292,VACAVILLE 1,38.3834,-121.96,30.94,CA,CISO
36293,VACAVILLE 2,38.4075,-121.96,30.94,CA,CISO
36294,CONCORD 3,37.8997,-121.949,24.1,CA,CISO
36295,CONCORD 4,37.9783,-122.056,24.1,CA,CISO
36296,CASTRO VALLEY 3,37.7722,-122.042,26.02,CA,CISO
36297,ALAMO 1,37.857,-121.974,26.8,CA,CISO
36298,UNION CITY 1,37.6356,-121.942,62.56,CA,CISO
36299,UNION CITY 2,37.6733,-121.923,64.23,CA,CISO
36300,SUNNYVALE 5,37.2937,-122.045,38.24,CA,CISO
36301,SUNNYVALE 6,37.4587,-121.917,34.64,CA,CISO
36302,SCOTTS VALLEY,37.0795,-121.942,26.55,CA,CISO
36303,CONCORD 5,37.8908,-122.083,56.45,CA,CISO
36304,FAIRFIELD 3,38.3463,-121.97,69.18,CA,CISO
36305,FAIRFIELD 4,38.1946,-122.023,62.35,CA,CISO
36306,SAN JOSE 1,37.3912,-121.97,38.82,CA,CISO
36307,SAN JOSE 2,37.3199,-121.988,34.85,CA,CISO
36308,WALNUT CREEK 4,37.8256,-121.961,23.24,CA,CISO
36309,DANVILLE 1,37.7918,-121.992,27.99,CA,CISO
36310,DANVILLE 2,37.8366,-121.907,27.99,CA,CISO
36311,SANTA CRUZ 4,36.9777,-122.054,32.76,CA,CISO
36312,SANTA CRUZ 5,36.9251,-121.858,46.38,CA,CISO
36313,SAN JOSE 3,37.1906,-122.085,25.04,CA,CISO
36314,LOS GATOS 1,37.1191,-122.052,29.45,CA,CISO
36315,SANTA CLARA 1,37.4371,-122.013,48.89,CA,CISO
36316,SANTA CLARA 2,37.2799,-121.997,48.89,CA,CISO
36317,SANTA CRUZ 6,37.1069,-121.977,14.6,CA,CISO
36318,LOS GATOS 2,37.2282,-121.892,23.02,CA,CISO
36319,FREMONT 3,37.5271,-122.016,61.91,CA,CISO
36320,FREMONT 4,37.5664,-121.945,61.91,CA,CISO
36321,SAN RAMON 1,37.7209,-121.937,31.37,CA,CISO
36322,SAN RAMON 2,37.7542,-122.028,31.37,CA,CISO
36323,SANTA CLARA 3,37.3768,-122.009,42.06,CA,CISO
36324,FREMONT 5,37.4224,-121.948,55.03,CA,CISO
36325,FREMONT 6,37.4457,-121.978,55.03,CA,CISO
36326,SAN JOSE 4,37.2977,-122.032,27.06,CA,CISO
36327,SAN JOSE 5,37.2308,-121.868,27.06,CA,CISO
36328,CONCORD 6,37.9498,-121.915,37.12,CA,CISO
36329,CONCORD 7,37.9843,-121.903,37.12,CA,CISO
36330,CAMPBELL 1,37.2439,-122.013,40.73,CA,CISO
36331,CAMPBELL 2,37.1935,-121.937,40.73,CA,CISO
36332,CAPITOLA,36.8856,-121.832,16.45,CA,CISO
36333,SANTA CLARA 4,37.4433,-122.041,32.33,CA,CISO
36334,SANTA CLARA 5,37.4186,-121.975,32.33,CA,CISO
36335,SAN JOSE 6,37.4173,-121.929,27.48,CA,CISO
36336,SAN JOSE 7,37.2312,-121.848,31.35,CA,CISO
36337,SOQUEL,37.1329,-121.848,18.28,CA,CISO
36338,SUISUN CITY 1,38.1925,-121.863,25.44,CA,CISO
36339,SUISUN CITY 2,38.1674,-122.017,25.44,CA,CISO
36340,LOS GATOS 3,37.1548,-121.997,22.58,CA,CISO
36341,LOS GATOS 4,37.1432,-122.018,22.58,CA,CISO
36342,SAN JOSE 8,37.2088,-121.921,42.37,CA,CISO
36343,SAN JOSE 9,37.1585,-122.02,42.37,CA,CISO
36344,VACAVILLE 3,38.2959,-121.967,58.87,CA,CISO
36345,VACAVILLE 4,38.2348,-122.018,58.59,CA,CISO
36346,SAN JOSE 10,37.4224,-121.996,27.94,CA,CISO
36347,SAN JOSE 11,37.3871,-121.999,27.94,CA,CISO
36348,SAN RAMON 3,37.7239,-121.972,34.68,CA,CISO
36349,SAN RAMON 4,37.8552,-121.991,34.68,CA,CISO
36350,DUBLIN 1,37.7592,-121.947,43.15,CA,CISO
36351,DUBLIN 2,37.6337,-121.974,41.41,CA,CISO
36352,DANVILLE 3,37.7255,-121.934,40.41,CA,CISO
36353,FREMONT 7,37.4532,-121.842,45.03,CA,CISO
36354,FREMONT 8,37.5121,-121.902,45.03,CA,CISO
36355,SAN JOSE 12,37.3183,-121.995,33.71,CA,CISO
36356,PITTSBURG 1,38.0335,-121.877,50.78,CA,CISO
36357,PITTSBURG 2,38.0778,-121.818,50.78,CA,CISO
36358,PITTSBURG 3,38.1064,-121.911,50.98,CA,CISO
36359,SAN JOSE 13,37.3319,-121.907,25.71,CA,CISO
36360,SAN JOSE 14,37.4076,-121.907,25.71,CA,CISO
36361,SAN JOSE 15,37.3045,-121.9,46.75,CA,CISO
36362,SAN JOSE 16,37.385,-121.922,50.48,CA,CISO
36363,SAN JOSE 17,37.3275,-121.845,51.6,CA,CISO
36364,SAN JOSE 18,37.2357,-121.877,28.74,CA,CISO
36365,SAN JOSE 19,37.3207,-121.83,50.33,CA,CISO
36366,SAN JOSE 20,37.3318,-121.863,81.69,CA,CISO
36367,APTOS,36.9995,-121.819,43.15,CA,CISO
36368,CLAYTON,37.895,-121.974,22.29,CA,CISO
36369,MILPITAS 1,37.4732,-121.821,60.25,CA,CISO
36370,MILPITAS 2,37.5054,-121.876,60.25,CA,CISO
36371,SAN JOSE 21,37.4182,-121.77,22.86,CA,CISO
36372,PLEASANTON 1,37.7035,-121.857,27.76,CA,CISO
36373,SAN JOSE 22,37.4215,-121.754,46.35,CA,CISO
36374,SAN JOSE 23,37.3773,-121.84,46.35,CA,CISO
36375,SAN JOSE 24,37.1801,-121.902,38.69,CA,CISO
36376,SAN JOSE 25,37.1855,-121.832,38.69,CA,CISO
36377,PLEASANTON 2,37.6998,-121.877,36.8,CA,CISO
36378,PLEASANTON 3,37.6989,-121.934,64.55,CA,CISO
36379,SAN JOSE 26,37.2801,-121.81,33.71,CA,CISO
36380,SAN JOSE 27,37.2832,-121.82,33.71,CA,CISO
36381,SAN JOSE 28,37.3869,-121.854,50.89,CA,CISO
36382,SAN JOSE 29,37.4096,-121.921,50.89,CA,CISO
36383,SAN JOSE 30,37.1742,-121.737,56.15,CA,CISO
36384,SAN JOSE 31,37.179,-121.91,56.01,CA,CISO
36385,SAN JOSE 32,37.3111,-121.832,52.62,CA,CISO
36386,SAN JOSE 33,37.253,-121.773,64.77,CA,CISO
36387,ANTIOCH 1,37.9766,-121.768,56.2,CA,CISO
36388,ANTIOCH 2,37.9565,-121.861,56.2,CA,CISO
36389,SAN JOSE 34,37.2704,-121.874,33.72,CA,CISO
36390,SAN JOSE 35,37.2643,-121.887,33.72,CA,CISO
36391,SAN JOSE 36,37.4011,-121.857,55.19,CA,CISO
36392,SAN JOSE 37,37.3244,-121.796,55.19,CA,CISO
36393,SAN JOSE 38,37.2767,-121.849,17.95,CA,CISO
36394,SAN JOSE 39,37.3916,-121.684,41.32,CA,CISO
36395,SAN JOSE 40,37.2854,-121.866,40.98,CA,CISO
36396,ANTIOCH 3,37.8887,-121.792,36.26,CA,CISO
36397,ANTIOCH 4,38.0059,-121.711,37.0,CA,CISO
36398,DIXON,38.434,-121.768,39.23,CA,CISO
36399,LIVERMORE 1,37.6779,-121.756,33.18,CA,CISO
36400,LIVERMORE 2,37.7978,-121.661,33.18,CA,CISO
36401,SAN JOSE 41,37.3443,-121.748,36.27,CA,CISO
36402,SAN JOSE 42,37.4054,-121.829,36.27,CA,CISO
36403,SAN JOSE 43,37.3181,-121.775,34.0,CA,CISO
36404,OAKLEY 1,38.0142,-121.595,36.71,CA,CISO
36405,OAKLEY 2,37.9558,-121.681,32.86,CA,CISO
36406,SAN JOSE 44,37.3079,-121.762,36.22,CA,CISO
36407,DAVIS 3,38.6302,-121.684,24.55,CA,CISO
36408,DAVIS 4,38.5805,-121.652,24.55,CA,CISO
36409,BRENTWOOD 1,37.9848,-121.733,49.14,CA,CISO
36410,BRENTWOOD 2,37.907,-121.621,49.14,CA,CISO
36411,TRACY 1,37.8092,-121.625,20.37,CA,CISO
36412,SAN MARTIN,37.0315,-121.641,11.55,CA,CISO
36413,MORGAN HILL 1,37.2472,-121.572,41.02,CA,CISO
36414,MORGAN HILL 2,37.2718,-121.687,41.02,CA,CISO
36415,DISCOVERY BAY,37.9058,-121.597,24.13,CA,CISO
36416,LIVERMORE 3,37.4626,-121.495,42.21,CA,CISO
36417,LIVERMORE 4,37.5535,-121.485,42.21,CA,CISO
36418,GILROY 1,37.0895,-121.528,51.61,CA,CISO
36419,GILROY 2,37.0264,-121.525,51.61,CA,CISO
36420,TRACY 2,37.6598,-121.454,27.81,CA,CISO
36421,TRACY 3,37.7452,-121.608,27.81,CA,CISO
36422,STOCKTON 1,38.0766,-121.482,25.1,CA,CISO
36423,STOCKTON 2,38.0725,-121.534,25.1,CA,CISO
36424,ANTIOCH 5,38.0169,-121.765,0.0,CA,CISO
36425,BIRDS LANDING 1,38.1164,-121.769,0.0,CA,CISO
36426,PITTSBURG 4,38.0169,-121.844,0.0,CA,CISO
36427,LIVERMORE 5,37.7341,-121.652,0.0,CA,CISO
36428,ANTIOCH 6,38.0175,-121.759,0.0,CA,CISO
36429,SANTA CLARA 6,37.3767,-121.951,0.0,CA,CISO
36430,SAN JOSE 45,37.2444,-121.796,0.0,CA,CISO
36431,STANFORD 2,37.4298,-122.176,0.0,CA,CISO
36432,GILROY 3,37.0001,-121.537,0.0,CA,CISO
36433,PITTSBURG 5,38.0392,-121.894,0.0,CA,CISO
36434,PITTSBURG 6,38.0301,-121.873,0.0,CA,CISO
36435,RODEO 1,38.0181,-122.234,0.0,CA,CISO
36436,SUISUN CITY 3,38.2268,-121.843,0.0,CA,CISO
36437,BYRON,37.7892,-121.602,0.0,CA,CISO
36438,OAKLAND 19,37.7968,-122.282,0.0,CA,CISO
36439,VACAVILLE 5,38.3989,-121.924,0.0,CA,CISO
36440,ANTIOCH 7,38.0144,-121.791,0.0,CA,CISO
36441,BIRDS LANDING 2,38.1381,-121.805,0.0,CA,CISO
36442,BIRDS LANDING 3,38.1711,-121.846,0.0,CA,CISO
36443,COYOTE,37.2207,-121.746,0.0,CA,CISO
36444,BIRDS LANDING 4,38.1694,-121.847,0.0,CA,CISO
36445,BENICIA 3,38.0736,-122.141,0.0,CA,CISO
36446,MARTINEZ 3,38.0244,-122.059,0.0,CA,CISO
36447,TRACY 4,37.7107,-121.491,0.0,CA,CISO
36448,ALAMEDA 4,37.7886,-122.289,0.0,CA,CISO
36449,BIRDS LANDING 5,38.1167,-121.822,0.0,CA,CISO
36450,MARTINEZ 4,38.0169,-122.112,0.0,CA,CISO
36451,SANTA CLARA 7,37.3617,-121.944,0.0,CA,CISO
36452,CROCKETT,38.0569,-122.216,0.0,CA,CISO
36453,HAYWARD 8,37.6347,-122.134,0.0,CA,CISO
36454,SAN JOSE 46,37.425,-121.932,0.0,CA,CISO
36455,LIVERMORE 6,37.7908,-121.718,0.0,CA,CISO
36456,GILROY 4,36.999,-121.536,0.0,CA,CISO
36457,EL SOBRANTE 2,37.9418,-122.391,0.0,CA,CISO
36458,RODEO 2,38.0417,-122.258,0.0,CA,CISO
36459,SANTA CLARA 8,37.401,-121.969,0.0,CA,CISO
36460,BIRDS LANDING 6,38.1375,-121.855,0.0,CA,CISO
36461,PACIFIC GROVE,36.6363,-121.937,35.21,CA,CISO
36462,CARMEL,36.4807,-121.828,27.64,CA,CISO
36463,MONTEREY,36.53,-121.826,28.45,CA,CISO
36464,SEASIDE 2,36.5536,-121.785,58.48,CA,CISO
36465,SEASIDE 3,36.6846,-121.736,30.02,CA,CISO
36466,MARINA,36.749,-121.769,40.33,CA,CISO
36467,WATSONVILLE 1,36.8961,-121.692,49.48,CA,CISO
36468,WATSONVILLE 2,37.0299,-121.692,49.48,CA,CISO
36469,WATSONVILLE 3,36.9295,-121.748,51.96,CA,CISO
36470,SALINAS 1,36.7674,-121.658,62.58,CA,CISO
36471,CARMEL VALLEY,36.3605,-121.586,13.77,CA,CISO
36472,SALINAS 2,36.7599,-121.584,60.57,CA,CISO
36473,SALINAS 3,36.7165,-121.675,53.51,CA,CISO
36474,SALINAS 4,36.6483,-121.526,24.18,CA,CISO
36475,SALINAS 5,36.6851,-121.677,97.73,CA,CISO
36476,SALINAS 6,36.6784,-121.577,56.19,CA,CISO
36477,TRACY 5,37.751,-121.345,44.87,CA,CISO
36478,TRACY 6,37.7017,-121.358,44.87,CA,CISO
36479,STOCKTON 3,38.0104,-121.513,58.63,CA,CISO
36480,STOCKTON 4,37.8948,-121.465,58.5,CA,CISO
36481,TRACY 7,37.7656,-121.39,28.27,CA,CISO
36482,GREENFIELD,36.2857,-121.351,31.58,CA,CISO
36483,LODI 1,38.0833,-121.432,25.38,CA,CISO
36484,STOCKTON 5,38.0939,-121.289,58.39,CA,CISO
36485,HOLLISTER 1,36.9,-121.392,44.55,CA,CISO
36486,HOLLISTER 2,36.9003,-121.423,51.24,CA,CISO
36487,SOLEDAD 1,36.4644,-121.244,27.38,CA,CISO
36488,SOLEDAD 2,36.4459,-121.421,40.08,CA,CISO
36489,STOCKTON 6,37.8876,-121.371,28.25,CA,CISO
36490,STOCKTON 7,38.058,-121.299,43.17,CA,CISO
36491,STOCKTON 8,38.032,-121.25,43.17,CA,CISO
36492,STOCKTON 9,38.0197,-121.374,25.01,CA,CISO
36493,STOCKTON 10,37.9741,-121.389,27.79,CA,CISO
36494,LATHROP 1,37.7662,-121.231,32.14,CA,CISO
36495,STOCKTON 11,37.9712,-121.242,69.37,CA,CISO
36496,STOCKTON 12,37.9612,-121.287,35.11,CA,CISO
36497,MANTECA 1,37.7075,-121.239,28.4,CA,BANC
36498,MANTECA 2,37.7304,-121.21,28.4,CA,BANC
36499,ACAMPO,38.1713,-121.285,26.02,CA,CISO
36500,STOCKTON 13,38.0753,-121.238,45.43,CA,CISO
36501,PATTERSON 1,37.5099,-121.182,24.63,CA,TIDC
36502,PATTERSON 2,37.3842,-121.23,25.21,CA,TIDC
36503,MANTECA 3,37.8343,-121.181,38.41,CA,CISO
36504,MANTECA 4,37.9052,-121.158,72.67,CA,CISO
36505,NEWMAN,37.2402,-121.12,21.08,CA,CISO
36506,STOCKTON 14,38.0016,-121.178,49.4,CA,CISO
36507,LODI 2,38.2028,-121.079,42.45,CA,CISO
36508,LODI 3,38.0958,-121.194,42.45,CA,CISO
36509,RIPON 1,37.6637,-121.061,29.84,CA,BANC
36510,MODESTO 1,37.566,-121.051,28.5,CA,TIDC
36511,MODESTO 2,37.5942,-121.012,28.5,CA,TIDC
36512,MODESTO 3,37.6722,-120.939,50.68,CA,BANC
36513,KING CITY 1,36.1709,-120.982,29.1,CA,CISO
36514,MODESTO 4,37.6933,-121.106,45.94,CA,BANC
36515,MODESTO 5,37.7633,-121.064,70.45,CA,BANC
36516,ESCALON,37.8722,-121.043,23.07,CA,BANC
36517,MODESTO 6,37.6809,-120.969,41.81,CA,BANC
36518,MODESTO 7,37.5601,-120.971,41.81,CA,TIDC
36519,IONE 3,38.2699,-120.933,22.28,CA,CISO
36520,CERES 1,37.5671,-120.903,38.48,CA,TIDC
36521,CERES 2,37.5294,-120.901,45.67,CA,TIDC
36522,MODESTO 8,37.6103,-120.916,73.29,CA,TIDC
36523,MODESTO 9,37.6335,-121.029,75.33,CA,BANC
36524,RIVERBANK,37.6311,-120.89,41.71,CA,BANC
36525,HILMAR,37.3453,-120.963,13.18,CA,CISO
36526,TURLOCK 1,37.5564,-120.879,37.08,CA,TIDC
36527,HUGHSON,37.5839,-120.786,20.39,CA,TIDC
36528,TURLOCK 2,37.4514,-120.841,32.56,CA,TIDC
36529,TURLOCK 3,37.5233,-120.794,32.56,CA,TIDC
36530,VALLEY SPRINGS,38.1786,-120.862,27.59,CA,CISO
36531,LOS BANOS 1,37.0689,-120.831,34.9,CA,CISO
36532,LOS BANOS 2,37.1334,-120.846,38.55,CA,CISO
36533,DELHI,37.433,-120.756,23.43,CA,TIDC
36534,JACKSON 1,38.3929,-120.798,27.85,CA,CISO
36535,OAKDALE 1,37.7101,-120.672,60.33,CA,BANC
36536,OAKDALE 2,37.871,-120.77,35.61,CA,BANC
36537,LIVINGSTON 1,37.3505,-120.693,28.31,CA,TIDC
36538,ATWATER 1,37.4153,-120.583,35.01,CA,TIDC
36539,ATWATER 2,37.3318,-120.575,61.09,CA,TIDC
36540,ANGELS CAMP,38.1256,-120.682,16.8,CA,CISO
36541,DOS PALOS,37.102,-120.644,19.58,CA,CISO
36542,WINTON,37.479,-120.488,25.66,CA,CISO
36543,FIREBAUGH 1,36.8692,-120.575,17.25,CA,CISO
36544,MERCED 1,37.216,-120.488,29.67,CA,CISO
36545,MERCED 2,37.147,-120.52,29.67,CA,CISO
36546,MERCED 3,37.4214,-120.542,27.72,CA,CISO
36547,JAMESTOWN,37.931,-120.381,17.65,CA,CISO
36548,MENDOTA 1,36.6599,-120.349,21.38,CA,CISO
36549,COALINGA 1,36.1514,-120.446,35.11,CA,CISO
36550,MERCED 4,37.3627,-120.442,30.54,CA,CISO
36551,MERCED 5,37.3493,-120.518,30.54,CA,CISO
36552,PIONEER 1,38.5813,-120.328,11.61,CA,CISO
36553,SONORA 1,38.0268,-120.29,44.05,CA,CISO
36554,SONORA 2,38.0608,-120.348,41.76,CA,CISO
36555,PLANADA,37.3172,-120.211,16.01,CA,CISO
36556,CHOWCHILLA 1,37.0082,-120.304,42.9,CA,CISO
36557,MADERA 1,36.9476,-120.184,33.97,CA,CISO
36558,MADERA 2,36.8742,-120.259,33.97,CA,CISO
36559,KERMAN,36.7735,-120.101,53.87,CA,CISO
36560,AVENAL 1,35.8727,-119.978,27.95,CA,CISO
36561,MADERA 3,36.9553,-120.018,44.16,CA,CISO
36562,MADERA 4,36.9995,-120.014,44.16,CA,CISO
36563,MARIPOSA,37.5083,-119.926,25.14,CA,CISO
36564,RIVERDALE,36.3951,-119.853,27.1,CA,CISO
36565,FRESNO 1,36.66,-119.939,36.98,CA,CISO
36566,FRESNO 2,36.6301,-119.96,36.98,CA,CISO
36567,FRESNO 3,36.7342,-119.859,45.87,CA,CISO
36568,FRESNO 4,36.8879,-119.922,45.87,CA,CISO
36569,FRESNO 5,36.7128,-119.813,74.95,CA,CISO
36570,MADERA 5,37.0004,-119.855,21.43,CA,CISO
36571,FRESNO 6,36.923,-119.908,33.06,CA,CISO
36572,FRESNO 7,36.8929,-119.747,66.09,CA,CISO
36573,LEMOORE 1,36.2039,-119.924,49.1,CA,CISO
36574,LEMOORE 2,36.2092,-119.748,33.67,CA,CISO
36575,FRESNO 8,36.7659,-119.895,33.03,CA,CISO
36576,FRESNO 9,36.8209,-119.837,24.44,CA,CISO
36577,FRESNO 10,36.7572,-119.834,53.12,CA,CISO
36578,FRESNO 11,36.7122,-119.749,36.63,CA,CISO
36579,FRESNO 12,36.7383,-119.788,49.16,CA,CISO
36580,FRESNO 13,36.8076,-119.749,40.67,CA,CISO
36581,FRESNO 14,36.825,-119.759,63.22,CA,CISO
36582,FRESNO 15,36.7775,-119.724,54.36,CA,CISO
36583,FRESNO 16,36.9936,-119.671,17.89,CA,CISO
36584,FRESNO 17,36.7532,-119.704,43.75,CA,CISO
36585,FRESNO 18,36.7816,-119.678,43.75,CA,CISO
36586,COARSEGOLD,37.2601,-119.841,27.21,CA,CISO
36587,FRESNO 19,36.562,-119.775,55.11,CA,CISO
36588,CLOVIS 1,36.7416,-119.627,36.55,CA,CISO
36589,CLOVIS 2,36.7501,-119.727,67.8,CA,CISO
36590,FRESNO 20,36.6905,-119.583,64.64,CA,CISO
36591,FRESNO 21,36.7117,-119.662,64.64,CA,CISO
36592,CLOVIS 3,36.8394,-119.612,41.05,CA,CISO
36593,CLOVIS 4,36.8334,-119.675,41.05,CA,CISO
36594,SELMA 1,36.4606,-119.64,27.21,CA,CISO
36595,SELMA 2,36.5038,-119.546,27.21,CA,CISO
36596,OAKHURST,37.4433,-119.558,18.49,CA,CISO
36597,HANFORD 1,36.3078,-119.642,58.74,CA,CISO
36598,HANFORD 2,36.196,-119.596,58.74,CA,CISO
36599,CLOVIS 5,36.8576,-119.659,26.07,CA,CISO
36600,CLOVIS 6,36.8795,-119.536,36.03,CA,CISO
36601,CORCORAN 1,36.0666,-119.473,46.94,CA,CISO
36602,KINGSBURG,36.4081,-119.489,28.69,CA,CISO
36603,SANGER 1,36.8276,-119.427,36.19,CA,CISO
36604,SANGER 2,36.7816,-119.44,31.5,CA,CISO
36605,REEDLEY 1,36.628,-119.487,26.8,CA,CISO
36606,REEDLEY 2,36.7548,-119.467,26.8,CA,CISO
36607,DINUBA,36.4671,-119.373,52.15,CA,CISO
36608,VISALIA 1,36.2134,-119.297,45.55,CA,CISO
36609,VISALIA 2,36.3171,-119.35,93.11,CA,CISO
36610,VISALIA 3,36.4597,-119.277,58.44,CA,CISO
36611,TULARE 1,36.255,-119.353,62.75,CA,CISO
36612,TULARE 2,36.1974,-119.399,62.75,CA,CISO
36613,PIXLEY,36.0354,-119.312,16.8,CA,CISO
36614,ORANGE COVE,36.602,-119.238,20.25,CA,CISO
36615,EARLIMART,35.9218,-119.367,18.35,CA,CISO
36616,VISALIA 4,36.3111,-119.247,35.13,CA,CISO
36617,VISALIA 5,36.4155,-119.225,35.13,CA,CISO
36618,FARMERSVILLE,36.2954,-119.181,19.09,CA,CISO
36619,OROSI,36.6895,-119.136,29.26,CA,CISO
36620,WOODLAKE,36.4704,-119.129,26.75,CA,CISO
36621,LINDSAY,36.1823,-119.158,46.27,CA,CISO
36622,EXETER,36.3551,-119.04,31.0,CA,CISO
36623,PORTERVILLE 1,35.9018,-118.907,53.2,CA,CISO
36624,PORTERVILLE 2,36.0746,-118.922,51.66,CA,CISO
36625,PORTERVILLE 3,36.044,-118.911,55.7,CA,CISO
36626,MAMMOTH LAKES,37.5827,-118.781,19.17,CA,CISO
36627,BISHOP 1,37.5771,-118.32,26.19,CA,CISO
36628,PAHRUMP 1,36.3461,-115.969,19.21,CA,CISO
36629,PAHRUMP 2,36.0157,-115.878,14.61,CA,CISO
36630,LEMOORE 3,36.2397,-119.904,0.0,CA,CISO
36631,LODI 4,38.0881,-121.387,35.54,CA,CISO
36632,PINECREST,38.2467,-120.034,13.25,CA,CISO
36633,JACKSON 2,38.331,-120.67,12.61,CA,CISO
36634,MERCED 6,37.8094,-120.299,4.87,CA,CISO
36635,LEMOORE 4,36.2478,-119.834,0.0,CA,CISO
36636,SAN JOAQUIN 1,36.6514,-120.583,1.15,CA,CISO
36637,AUBERRY 1,37.0718,-119.558,2.45,CA,CISO
36638,INYOKERN 1,36.0192,-117.792,0.0,CA,CISO
36639,ALPAUGH,35.8983,-119.435,2.43,CA,CISO
36640,NORTH FORK 1,37.139,-119.49,5.71,CA,CISO
36641,FRESNO 22,36.8882,-119.159,0.84,CA,CISO
36642,MODESTO 10,37.5744,-120.985,0.0,CA,TIDC
36643,AUBERRY 2,37.1485,-119.387,0.0,CA,CISO
36644,AVENAL 2,35.9831,-120.11,3.04,CA,CISO
36645,SAN ARDO 1,35.9359,-120.841,10.66,CA,CISO
36646,LODI 5,38.8107,-121.324,0.0,CA,CISO
36647,FRESNO 23,36.9274,-119.02,1.93,CA,CISO
36648,BIG CREEK 1,37.2042,-119.24,1.43,CA,CISO
36649,KING CITY 2,36.225,-121.128,0.91,CA,CISO
36650,INYOKERN 2,36.0372,-117.798,8.83,CA,CISO
36651,BISHOP 2,37.51,-118.569,0.0,CA,CISO
36652,GROVELAND 1,37.8966,-119.968,0.0,CA,CISO
36653,RIPON 2,37.7315,-121.116,27.83,CA,BANC
36654,SANGER 3,36.6842,-119.552,28.29,CA,CISO
36655,GROVELAND 2,37.8777,-119.953,7.7,CA,CISO
36656,MODESTO 11,37.6294,-120.931,0.0,CA,BANC
36657,TURLOCK 4,37.4903,-120.904,37.08,CA,TIDC
36658,BIG CREEK 2,37.2096,-119.329,1.21,CA,CISO
36659,GUSTINE,37.0692,-121.077,16.1,CA,CISO
36660,CORCORAN 2,36.1383,-119.573,0.0,CA,CISO
36661,BISHOP 3,37.4379,-118.557,3.17,CA,CISO
36662,TRANQUILLITY,36.6175,-120.291,12.43,CA,CISO
36663,PIONEER 2,38.4493,-120.493,7.48,CA,CISO
36664,BIG CREEK 3,37.2001,-119.307,0.0,CA,CISO
36665,MOSS LANDING,36.8048,-121.782,0.0,CA,CISO
36666,INYOKERN 3,36.0019,-117.789,0.12,CA,CISO
36667,FIREBAUGH 2,36.6535,-120.578,0.0,CA,CISO
36668,STOCKTON 15,37.9436,-121.33,11.74,CA,CISO
36669,BISHOP 4,37.546,-118.59,0.0,CA,CISO
36670,JEAN 1,35.7931,-115.35,0.0,CA,NEVP
36671,SAN JOAQUIN 2,36.617,-120.1,0.22,CA,CISO
36672,LATHROP 2,37.8062,-121.277,7.87,CA,CISO
36673,KING CITY 3,36.2248,-121.125,1.07,CA,CISO
36674,FRESNO 24,36.6697,-119.74,13.16,CA,CISO
36675,SHAVER LAKE 1,37.1479,-119.257,0.0,CA,CISO
36676,SHAVER LAKE 2,37.0293,-118.968,0.0,CA,CISO
36677,RIPON 3,37.7325,-121.116,0.0,CA,BANC
36678,COALINGA 2,36.1807,-120.388,0.0,CA,CISO
36679,VALLECITO,38.139,-120.37,0.0,CA,CISO
36680,HANFORD 3,36.2701,-119.648,0.0,CA,CISO
36681,LODI 6,38.0881,-121.388,0.0,CA,CISO
36682,FRESNO 25,36.8326,-119.327,0.0,CA,CISO
36683,HURON,36.1381,-120.076,0.0,CA,CISO
36684,MENDOTA 2,36.7559,-120.365,0.0,CA,CISO
36685,TURLOCK 5,37.4878,-120.896,0.0,CA,TIDC
36686,FIREBAUGH 3,36.6529,-120.581,0.0,CA,CISO
36687,TRACY 8,37.9469,-120.528,0.0,CA,CISO
36688,BIG CREEK 4,37.2,-119.307,0.0,CA,CISO
36689,SNELLING,37.5843,-120.269,0.0,CA,CISO
36690,SAN ARDO 2,35.9515,-120.868,0.0,CA,CISO
36691,MODESTO 12,37.6526,-121.02,0.0,CA,BANC
36692,FRESNO 26,36.9089,-119.088,0.0,CA,CISO
