Bus,Pd,v_nom,balancing_area,state,country,county,reeds_zone,reeds_ba,interconnect,x,y,sub_id,substation_off,LAF_state,type,carrier,unit,v_mag_pu_set,v_mag_pu_min,v_mag_pu_max,control,generator,sub_network,nerc_reg,trans_reg,trans_grp,reeds_state,rec_trading_zone
2021494,28.74,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.877,37.2357,36364.0,False,0.00042876989289405645,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021495,50.33,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.83,37.3207,36365.0,False,0.000750869474925465,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021496,0.0,345.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.863,37.3318,36366.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021497,81.69,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.863,37.3318,36366.0,False,0.0012187269502614987,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021498,43.15,138.0,CISO-PGAE,California,US,p06087,p9,CISO,Western,-121.819,36.9995,36367.0,False,0.0006437515963249317,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021499,22.29,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.974,37.895,36368.0,False,0.0003325428292487307,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021500,0.0,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.821,37.4732,36369.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021501,0.0,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.821,37.4732,36369.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021502,60.25,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.821,37.4732,36369.0,False,0.0008988652069195165,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021503,0.0,138.0,CISO-PGAE,California,US,p06001,p9,CISO,Western,-121.876,37.5054,36370.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021504,0.0,138.0,CISO-PGAE,California,US,p06001,p9,CISO,Western,-121.876,37.5054,36370.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021505,60.25,138.0,CISO-PGAE,California,US,p06001,p9,CISO,Western,-121.876,37.5054,36370.0,False,0.0008988652069195165,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021506,22.86,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.77,37.4182,36371.0,False,0.00034104661626855015,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021507,0.0,24.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.77,37.4182,36371.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021508,0.0,24.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.77,37.4182,36371.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021509,0.0,1.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.77,37.4182,36371.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021510,0.0,138.0,CISO-PGAE,California,US,p06001,p9,CISO,Western,-121.857,37.7035,36372.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021511,27.76,138.0,CISO-PGAE,California,US,p06001,p9,CISO,Western,-121.857,37.7035,36372.0,False,0.00041414934678980547,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021512,46.35,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.754,37.4215,36373.0,False,0.0006914921550326903,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021513,0.0,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.754,37.4215,36373.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021514,0.0,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.84,37.3773,36374.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021515,46.35,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.84,37.3773,36374.0,False,0.0006914921550326903,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021516,0.0,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.84,37.3773,36374.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021517,38.69,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.902,37.1801,36375.0,False,0.0005772131926259932,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021518,38.69,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.832,37.1855,36376.0,False,0.0005772131926259932,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021519,0.0,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.832,37.1855,36376.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021520,36.8,138.0,CISO-PGAE,California,US,p06001,p9,CISO,Western,-121.877,37.6998,36377.0,False,0.0005490164251392233,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021521,0.0,138.0,CISO-PGAE,California,US,p06001,p9,CISO,Western,-121.934,37.6989,36378.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021522,64.55,138.0,CISO-PGAE,California,US,p06001,p9,CISO,Western,-121.934,37.6989,36378.0,False,0.000963016582683067,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021523,0.0,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.81,37.2801,36379.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021524,33.71,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.81,37.2801,36379.0,False,0.000502916948137044,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021525,0.0,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.82,37.2832,36380.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021526,33.71,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.82,37.2832,36380.0,False,0.000502916948137044,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021527,0.0,345.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.854,37.3869,36381.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021528,50.89,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.854,37.3869,36381.0,False,0.0007592240726993228,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021529,50.89,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.921,37.4096,36382.0,False,0.0007592240726993228,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021530,56.15,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.737,37.1742,36383.0,False,0.0008376976160752008,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021531,0.0,345.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.91,37.179,36384.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021532,56.01,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.91,37.179,36384.0,False,0.0008356089666317364,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021533,52.62,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.832,37.3111,36385.0,False,0.0007850338122507046,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021534,64.77,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.773,37.253,36386.0,False,0.0009662987460942253,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021535,0.0,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.773,37.253,36386.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021536,0.0,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.768,37.9766,36387.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021537,56.2,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.768,37.9766,36387.0,False,0.0008384435623050097,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021538,0.0,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.768,37.9766,36387.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021539,56.2,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.861,37.9565,36388.0,False,0.0008384435623050097,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021540,0.0,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.874,37.2704,36389.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021541,33.72,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.874,37.2704,36389.0,False,0.0005030661373830057,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021542,0.0,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.887,37.2643,36390.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021543,33.72,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.887,37.2643,36390.0,False,0.0005030661373830057,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021544,0.0,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.857,37.4011,36391.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021545,55.19,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.857,37.4011,36391.0,False,0.0008233754484628733,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021546,55.19,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.796,37.3244,36392.0,False,0.0008233754484628733,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021547,17.95,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.849,37.2767,36393.0,False,0.00026779469650133313,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021548,0.0,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.684,37.3916,36394.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021549,41.32,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.684,37.3916,36394.0,False,0.0006164499643139323,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021550,0.0,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.684,37.3916,36394.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021551,0.0,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.866,37.2854,36395.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021552,40.98,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.866,37.2854,36395.0,False,0.0006113775299512329,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021553,0.0,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.792,37.8887,36396.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021554,36.26,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.792,37.8887,36396.0,False,0.0005409602058572891,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021555,0.0,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.792,37.8887,36396.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021556,0.0,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.792,37.8887,36396.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021557,37.0,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.711,38.0059,36397.0,False,0.0005520002100584582,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021558,39.23,138.0,CISO-PGAE,California,US,p06095,p9,CISO,Western,-121.768,38.434,36398.0,False,0.0005852694119079275,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021559,33.18,138.0,CISO-PGAE,California,US,p06001,p9,CISO,Western,-121.756,37.6779,36399.0,False,0.0004950099181010714,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021560,33.18,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.661,37.7978,36400.0,False,0.0004950099181010714,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021561,36.27,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.748,37.3443,36401.0,False,0.0005411093951032509,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021562,36.27,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.829,37.4054,36402.0,False,0.0005411093951032509,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021563,34.0,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.775,37.3181,36403.0,False,0.0005072434362699347,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021564,36.71,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.595,38.0142,36404.0,False,0.0005476737219255677,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021565,0.0,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.681,37.9558,36405.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021566,32.86,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.681,37.9558,36405.0,False,0.0004902358622302956,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021567,36.22,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.762,37.3079,36406.0,False,0.0005403634488734421,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021568,0.0,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.762,37.3079,36406.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021569,24.55,138.0,CISO-PGAE,California,US,p06113,p9,CISO,Western,-121.684,38.6302,36407.0,False,0.0003662595988360852,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021570,24.55,138.0,CISO-PGAE,California,US,p06113,p9,CISO,Western,-121.652,38.5805,36408.0,False,0.0003662595988360852,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021571,0.0,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.733,37.9848,36409.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021572,49.14,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.733,37.9848,36409.0,False,0.0007331159546560173,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021573,49.14,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.621,37.907,36410.0,False,0.0007331159546560173,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021574,20.37,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.625,37.8092,36411.0,False,0.00030389849402407554,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021575,11.55,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.641,37.0315,36412.0,False,0.00017231357908581603,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021576,0.0,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.641,37.0315,36412.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021577,0.0,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.572,37.2472,36413.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021578,41.02,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.572,37.2472,36413.0,False,0.00061197428693508,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021579,41.02,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.687,37.2718,36414.0,False,0.00061197428693508,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021580,24.13,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.597,37.9058,36415.0,False,0.0003599936505056918,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021581,42.21,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.495,37.4626,36416.0,False,0.0006297278072045277,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021582,42.21,138.0,CISO-PGAE,California,US,p06077,p9,CISO,Western,-121.485,37.5535,36417.0,False,0.0006297278072045277,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021583,51.61,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.528,37.0895,36418.0,False,0.0007699656984085683,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021584,51.61,138.0,CISO-PGAE,California,US,p06085,p9,CISO,Western,-121.525,37.0264,36419.0,False,0.0007699656984085683,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021585,27.81,138.0,CISO-PGAE,California,US,p06077,p9,CISO,Western,-121.454,37.6598,36420.0,False,0.00041489529301961414,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021586,0.0,138.0,CISO-PGAE,California,US,p06001,p9,CISO,Western,-121.608,37.7452,36421.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021587,27.81,13.8,CISO-PGAE,California,US,p06001,p9,CISO,Western,-121.608,37.7452,36421.0,False,0.00041489529301961414,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021588,0.0,13.8,CISO-PGAE,California,US,p06001,p9,CISO,Western,-121.608,37.7452,36421.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021589,0.0,1.0,CISO-PGAE,California,US,p06001,p9,CISO,Western,-121.608,37.7452,36421.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021590,25.1,138.0,CISO-PGAE,California,US,p06077,p9,CISO,Western,-121.482,38.0766,36422.0,False,0.00037446500736398116,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021591,0.0,138.0,CISO-PGAE,California,US,p06077,p9,CISO,Western,-121.482,38.0766,36422.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021592,25.1,138.0,CISO-PGAE,California,US,p06077,p9,CISO,Western,-121.534,38.0725,36423.0,False,0.00037446500736398116,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021593,0.0,765.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.765,38.0169,36424.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021594,0.0,345.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.765,38.0169,36424.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021595,0.0,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.765,38.0169,36424.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021596,0.0,18.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.765,38.0169,36424.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021597,0.0,18.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.765,38.0169,36424.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021598,0.0,13.8,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.765,38.0169,36424.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021599,0.0,13.2,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.765,38.0169,36424.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021600,0.0,345.0,CISO-PGAE,California,US,p06095,p9,CISO,Western,-121.769,38.1164,36425.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021601,0.0,138.0,CISO-PGAE,California,US,p06095,p9,CISO,Western,-121.769,38.1164,36425.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021602,0.0,18.0,CISO-PGAE,California,US,p06095,p9,CISO,Western,-121.769,38.1164,36425.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021603,0.0,13.8,CISO-PGAE,California,US,p06095,p9,CISO,Western,-121.769,38.1164,36425.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021604,0.0,18.0,CISO-PGAE,California,US,p06095,p9,CISO,Western,-121.769,38.1164,36425.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021605,0.0,20.0,CISO-PGAE,California,US,p06095,p9,CISO,Western,-121.769,38.1164,36425.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021606,0.0,345.0,CISO-PGAE,California,US,p06095,p9,CISO,Western,-121.769,38.1164,36425.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021607,0.0,345.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.844,38.0169,36426.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021608,0.0,138.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.844,38.0169,36426.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021609,0.0,13.8,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.844,38.0169,36426.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021610,0.0,1.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.844,38.0169,36426.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021611,0.0,13.8,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.844,38.0169,36426.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021612,0.0,13.8,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.844,38.0169,36426.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021613,0.0,18.0,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.844,38.0169,36426.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021614,0.0,13.8,CISO-PGAE,California,US,p06013,p9,CISO,Western,-121.844,38.0169,36426.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021615,0.0,345.0,CISO-PGAE,California,US,p06001,p9,CISO,Western,-121.652,37.7341,36427.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021616,0.0,138.0,CISO-PGAE,California,US,p06001,p9,CISO,Western,-121.652,37.7341,36427.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021617,0.0,13.8,CISO-PGAE,California,US,p06001,p9,CISO,Western,-121.652,37.7341,36427.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
2021618,0.0,18.0,CISO-PGAE,California,US,p06001,p9,CISO,Western,-121.652,37.7341,36427.0,False,0.0,,AC,,1.0,0.0,inf,PQ,,,WECC_CA,CAISO,CAISO,CA,WREGIS
