sub_id,balancing_area
38769,PNM
35418,AVA
37673,CISO-SCE
38784,EPE
39434,IPCO
35353,BPAT
35536,PACW
39000,PSCO
36519,CISO-PGAE
36368,CISO-PGAE
39602,NWMT
35050,PSEI
35886,CISO-PGAE
35979,CISO-PGAE
36131,CISO-PGAE
36340,CISO-PGAE
36341,CISO-PGAE
37682,CISO-SCE
37960,NEVP
35988,CISO-PGAE
38974,PSCO
35421,AVA
37166,CISO-SCE
36371,CISO-PGAE
36876,CISO-SCE
37845,NEVP
36285,CISO-PGAE
36955,CISO-SCE
36804,CISO-SCE
36803,CISO-SCE
36208,CISO-PGAE
37700,IID
36318,CISO-PGAE
38442,WALC
37692,IID
37056,LDWP
38419,WALC
35527,BPAT
36516,BANC
38140,Arizona
36809,CISO-SCE
37584,CISO-SDGE
36810,CISO-SCE
36308,CISO-PGAE
38960,WACM
37170,CISO-SCE
37171,CISO-SCE
36822,LDWP
35162,BPAT
36823,CISO-SCE
35843,CISO-PGAE
37085,CISO-SCE
36180,CISO-PGAE
36181,CISO-PGAE
37910,NEVP
35904,CISO-PGAE
35587,BPAT
37402,CISO-SCE
37401,CISO-SCE
35317,PSEI
35312,BPAT
39595,NWMT
38318,Arizona
36992,CISO-SCE
36533,TIDC
36153,CISO-PGAE
37138,CISO-SCE
37144,CISO-SCE
37145,CISO-SCE
36178,CISO-PGAE
38395,Arizona
36938,CISO-SCE
37169,CISO-SCE
37738,CISO-SCE
39060,PSCO
37487,CISO-SCE
35719,PGE
37710,IID
37709,IID
36158,CISO-PGAE
37683,CISO-SCE
38406,Arizona
39527,PACE
37518,CISO-SDGE
36710,CISO-PGAE
39360,WACM
37847,NEVP
35898,CISO-PGAE
36272,CISO-PGAE
39220,PSCO
36160,CISO-PGAE
37670,CISO-SCE
35838,CISO-PGAE
35172,PSEI
35530,BPAT
37605,CISO-SCE
36295,CISO-PGAE
36294,CISO-PGAE
36415,CISO-PGAE
37573,CISO-SDGE
38862,PNM
36821,LDWP
35121,BPAT
36474,CISO-PGAE
36257,CISO-PGAE
36837,CISO-SCE
36836,LDWP
38768,PNM
35872,CISO-PGAE
36750,CISO-PGAE
35156,BPAT
35915,BANC
36241,CISO-PGAE
36240,CISO-PGAE
35896,CISO-PGAE
39610,NWMT
36737,CISO-PGAE
39445,BPAT
36576,CISO-PGAE
36245,CISO-PGAE
36244,CISO-PGAE
36738,CISO-PGAE
36173,CISO-PGAE
35011,BPAT
36174,CISO-PGAE
36101,CISO-PGAE
36201,CISO-PGAE
37428,CISO-SCE
36105,CISO-PGAE
36408,CISO-PGAE
36407,CISO-PGAE
35167,PSEI
36171,CISO-PGAE
35710,BPAT
38984,PSCO
37040,LDWP
38535,PACE
36501,TIDC
37524,CISO-SDGE
35362,DOPD
37055,CISO-SCE
35568,PGE
37360,CISO-SCE
37734,CISO-SCE
35891,CISO-PGAE
37003,CISO-SCE
37004,CISO-SCE
38060,Arizona
38981,PSCO
36802,CISO-SCE
37489,CISO-SDGE
36828,LDWP
36745,CISO-SCE
38413,Arizona
36492,CISO-PGAE
35009,BPAT
38777,EPE
36313,CISO-PGAE
35890,CISO-PGAE
39231,WACM
35884,CISO-PGAE
36422,CISO-PGAE
36423,CISO-PGAE
35228,PSEI
37222,CISO-SCE
36886,LDWP
37088,CISO-SCE
36563,CISO-PGAE
38796,PNM
37813,NEVP
39371,WACM
36502,TIDC
36712,CISO-PGAE
36711,CISO-PGAE
35616,PACW
36123,CISO-PGAE
36124,CISO-PGAE
35030,BPAT
36483,CISO-PGAE
36142,CISO-PGAE
38910,PSCO
36339,CISO-PGAE
36338,CISO-PGAE
35229,PSEI
36217,CISO-PGAE
36218,CISO-PGAE
35114,PSEI
36856,LDWP
35899,BANC
36274,CISO-PGAE
36275,CISO-PGAE
39425,IPCO
38652,PACE
36718,CISO-PGAE
38665,PACE
35094,PSEI
36860,CISO-SCE
36542,CISO-PGAE
36988,LDWP
36082,CISO-PGAE
36083,CISO-PGAE
36360,CISO-PGAE
35378,BPAT
36359,CISO-PGAE
35306,PSEI
38847,EPE
37676,CISO-SCE
38053,Arizona
35857,CISO-PGAE
35010,BPAT
35856,CISO-PGAE
39593,NWMT
38948,WACM
38955,PSCO
37492,CISO-SCE
36499,CISO-PGAE
38869,PNM
36296,CISO-PGAE
39725,EPE
36599,CISO-PGAE
36891,LDWP
38860,PNM
36108,CISO-PGAE
39138,PSCO
39678,BPAT
36627,CISO-SCE
35989,CISO-PGAE
35990,CISO-PGAE
35718,PGE
36757,CISO-SCE
38064,Arizona
38656,PACE
38831,EPE
36191,CISO-PGAE
36192,CISO-PGAE
39529,PACE
35967,BANC
35968,BANC
37387,CISO-SDGE
36205,CISO-PGAE
36204,CISO-PGAE
37441,CISO-SCE
37440,CISO-SCE
39094,PSCO
37408,CISO-SDGE
35518,BPAT
38828,PNM
38827,PNM
36162,CISO-PGAE
36163,CISO-PGAE
36915,LDWP
36916,CISO-SCE
39257,WACM
39023,WACM
35388,AVA
39057,PSCO
36829,LDWP
36830,CISO-SCE
35351,GCPD
36302,CISO-PGAE
37117,CISO-SCE
38721,PACE
35095,PSEI
36248,CISO-PGAE
36249,CISO-PGAE
38774,PNM
36620,CISO-PGAE
37110,CISO-SCE
39036,PSCO
36081,CISO-PGAE
36605,CISO-PGAE
36606,CISO-PGAE
36297,CISO-PGAE
35972,BANC
35971,BANC
36003,CISO-PGAE
39605,NWMT
38672,PACE
36806,CISO-SCE
37511,CISO-SCE
36805,CISO-SCE
36212,CISO-PGAE
36726,CISO-PGAE
37305,CISO-SCE
35064,PSEI
38970,WACM
39503,IPCO
39667,BPAT
38802,PNM
38801,PNM
37431,CISO-SCE
37430,CISO-SCE
38803,PNM
38804,PNM
37805,NEVP
36327,CISO-PGAE
36326,CISO-PGAE
36564,CISO-PGAE
35835,CISO-PGAE
38786,PNM
38957,PSCO
36025,BANC
35925,BANC
37655,CISO-SCE
36594,CISO-PGAE
36586,CISO-PGAE
37656,CISO-SCE
36595,CISO-PGAE
38830,EPE
39625,NWMT
36100,CISO-PGAE
36892,LDWP
37065,CISO-SCE
36004,CISO-PGAE
36995,CISO-SCE
35975,BANC
39618,NWMT
39617,NWMT
36487,CISO-PGAE
38927,WACM
36256,CISO-PGAE
37137,CISO-SCE
38032,Arizona
37136,CISO-SCE
36104,CISO-PGAE
38971,PSCO
36335,CISO-PGAE
39474,BPAT
35674,PGE
36280,CISO-PGAE
36281,CISO-PGAE
35931,CISO-PGAE
36530,CISO-PGAE
36462,CISO-PGAE
35938,BANC
35939,BANC
38086,Arizona
36931,LDWP
36546,CISO-PGAE
37529,CISO-SCE
35361,BPAT
37465,CISO-SCE
36372,CISO-PGAE
37154,CISO-SCE
37155,CISO-SCE
36493,CISO-PGAE
36421,CISO-PGAE
36420,CISO-PGAE
37654,CISO-SDGE
36653,BANC
36224,CISO-PGAE
36223,CISO-PGAE
36534,CISO-PGAE
35585,BPAT
35866,CISO-PGAE
37435,CISO-SCE
36871,LDWP
35655,PGE
38619,PACE
35845,CISO-PGAE
39670,NWMT
36346,CISO-PGAE
36347,CISO-PGAE
36560,CISO-PGAE
35047,BPAT
37560,CISO-SDGE
37561,CISO-SDGE
35933,BANC
35932,BANC
36310,CISO-PGAE
38415,Arizona
36309,CISO-PGAE
36146,CISO-PGAE
35729,BPAT
37508,CISO-SCE
35345,GCPD
38778,EPE
38165,Arizona
35582,BPAT
39264,WACM
36230,CISO-PGAE
37628,CISO-SCE
35910,CISO-PGAE
37452,CISO-SDGE
35909,CISO-PGAE
36213,CISO-PGAE
36708,CISO-PGAE
38397,Arizona
36489,CISO-PGAE
36226,CISO-PGAE
36481,CISO-PGAE
36654,CISO-PGAE
38800,PNM
38799,PNM
36537,TIDC
37048,CISO-SCE
37049,CISO-SCE
37064,CISO-SCE
39354,WACM
38388,Arizona
36498,BANC
35974,BANC
36497,BANC
39104,PSCO
36463,CISO-PGAE
35048,BPAT
37669,CISO-SCE
36510,TIDC
36511,TIDC
38911,PSCO
36732,CISO-SCE
37583,CISO-SDGE
36733,CISO-SCE
37123,CISO-SCE
37122,CISO-SCE
37063,CISO-SCE
37686,IID
36890,LDWP
37637,CISO-SDGE
35930,CISO-PGAE
35947,CISO-PGAE
35170,PSEI
37005,LDWP
39517,PACE
36602,CISO-PGAE
38065,Arizona
35258,BPAT
39137,PSCO
36364,CISO-PGAE
36184,CISO-PGAE
35880,CISO-PGAE
35881,CISO-PGAE
35709,PGE
37120,CISO-SCE
37121,CISO-SCE
37378,CISO-SCE
37073,CISO-SCE
37074,CISO-SCE
39622,NWMT
36209,CISO-PGAE
36941,CISO-SCE
36940,CISO-SCE
38793,PNM
36932,LDWP
36513,CISO-PGAE
35689,PGE
36861,CISO-SCE
36862,CISO-SCE
37816,NEVP
39148,WACM
37109,CISO-SCE
37959,NEVP
37158,CISO-SCE
37159,CISO-SCE
36619,CISO-PGAE
39641,NWMT
35545,PGE
36813,CISO-SCE
36814,CISO-SCE
37418,CISO-SDGE
37417,CISO-SCE
35552,BPAT
36314,CISO-PGAE
37451,CISO-SCE
37450,CISO-SCE
37377,CISO-SCE
37067,CISO-SCE
35261,PSEI
37688,IID
37600,CISO-SDGE
36766,CISO-SCE
36765,CISO-SCE
38751,PNM
37311,CISO-SCE
37310,CISO-SCE
39589,NWMT
38956,PSCO
37098,CISO-SCE
37097,CISO-SCE
35741,BPAT
36544,CISO-PGAE
36545,CISO-PGAE
38816,PNM
36261,CISO-PGAE
36262,CISO-PGAE
36144,CISO-PGAE
39509,PACE
37188,CISO-SCE
37016,LDWP
37176,CISO-SCE
37175,CISO-SCE
36103,CISO-PGAE
36509,BANC
37104,CISO-SCE
38780,PNM
37478,CISO-SCE
37180,CISO-SCE
39731,EPE
39730,EPE
36276,CISO-PGAE
39588,NWMT
35861,CISO-PGAE
35860,BANC
39384,WACM
37220,CISO-SCE
36840,CISO-SCE
36841,CISO-SCE
36465,CISO-PGAE
37517,CISO-SCE
39418,AVA
37017,LDWP
36080,CISO-PGAE
37565,CISO-SCE
39626,NWMT
38151,Arizona
36236,CISO-PGAE
35855,CISO-PGAE
35937,BANC
37652,CISO-SCE
37651,CISO-SCE
35936,BANC
36270,CISO-PGAE
36271,CISO-PGAE
36731,CISO-SCE
35158,PSEI
35841,CISO-PGAE
36826,CISO-SCE
36827,CISO-SCE
36247,CISO-PGAE
38650,PACE
39749,EPE
37187,CISO-SCE
35853,CISO-PGAE
38798,PNM
36551,CISO-PGAE
36550,CISO-PGAE
35964,CISO-PGAE
35963,CISO-PGAE
38411,Arizona
37675,CISO-SCE
39496,IPCO
35128,PSEI
37116,CISO-SCE
37115,CISO-SCE
36259,CISO-PGAE
36258,CISO-PGAE
36707,CISO-PGAE
36868,CISO-SCE
37343,CISO-SCE
37179,CISO-SCE
36717,CISO-PGAE
37161,CISO-SCE
38848,PNM
38849,PNM
35927,BANC
35016,PSEI
37112,CISO-SCE
37111,CISO-SCE
36111,CISO-PGAE
35287,PSEI
35288,PSEI
39458,IPCO
39459,IPCO
36292,CISO-PGAE
39660,NWMT
39661,NWMT
36293,CISO-PGAE
37153,CISO-SCE
37152,CISO-SCE
36172,CISO-PGAE
39640,NWMT
36622,CISO-SCE
37413,CISO-SDGE
35059,BPAT
37414,CISO-SDGE
35922,BANC
35921,BANC
35068,PSEI
35067,PSEI
37177,CISO-SCE
37178,CISO-SCE
36086,CISO-PGAE
35155,PSEI
35154,PSEI
36700,CISO-PGAE
39202,PSCO
35416,AVA
36776,CISO-SCE
36777,CISO-SCE
36843,CISO-SCE
35307,PSEI
36788,CISO-SCE
35701,PGE
35700,PGE
38412,Arizona
36739,CISO-PGAE
37677,CISO-SCE
37411,CISO-SCE
35895,CISO-PGAE
35894,BANC
38714,PACE
36729,CISO-SCE
39234,WACM
37437,CISO-SCE
37347,CISO-SCE
36336,CISO-PGAE
35293,PSEI
36322,CISO-PGAE
35292,PSEI
36321,CISO-PGAE
35520,BPAT
36850,CISO-SCE
36849,LDWP
39174,PSCO
39624,NWMT
35057,PGE
35056,BPAT
39440,IPCO
39441,IPCO
36785,CISO-PGAE
37482,CISO-SCE
38947,WACM
36604,CISO-PGAE
39420,AVA
35528,BPAT
39614,NWMT
36482,CISO-PGAE
37618,CISO-SDGE
37619,CISO-SDGE
36884,CISO-SCE
35348,BPAT
37842,NEVP
38544,PACE
35336,BPAT
35840,CISO-PGAE
36895,CISO-SCE
36225,CISO-PGAE
36758,CISO-SCE
36129,CISO-PGAE
36130,CISO-PGAE
37666,CISO-SDGE
36199,CISO-PGAE
36703,CISO-PGAE
36704,CISO-PGAE
37477,CISO-SCE
36846,LDWP
36845,LDWP
35355,BPAT
39171,WACM
39480,IPCO
37344,CISO-SCE
37345,CISO-SCE
38304,Arizona
35395,AVA
35007,BPAT
38276,Arizona
35237,PSEI
35236,PSEI
36842,CISO-SCE
35760,BPAT
35991,CISO-PGAE
38782,PNM
37186,CISO-SCE
37185,CISO-SCE
36494,CISO-PGAE
38420,WALC
39623,NWMT
36200,CISO-PGAE
35018,BPAT
35019,BPAT
35175,PSEI
35176,BPAT
35195,BPAT
35194,BPAT
35561,PACW
35198,PSEI
35197,BPAT
36334,CISO-PGAE
36333,CISO-PGAE
35091,BPAT
35903,BANC
35902,BANC
35098,BPAT
35097,PGE
35359,BPAT
38866,PNM
38867,PNM
36112,CISO-PGAE
36795,CISO-SCE
36794,CISO-SCE
35888,CISO-PGAE
35889,CISO-PGAE
38100,Arizona
38858,EPE
37071,CISO-SCE
37368,CISO-SCE
36529,TIDC
36528,TIDC
37668,CISO-SCE
35560,PACW
37436,CISO-SCE
35286,PSEI
36792,CISO-SCE
35224,PSEI
35223,BPAT
39448,IPCO
39723,EPE
39449,IPCO
39724,EPE
39468,IPCO
39469,IPCO
39239,WACM
37385,CISO-SCE
37386,CISO-SCE
39657,NWMT
36311,CISO-PGAE
36242,CISO-PGAE
36243,CISO-PGAE
36786,CISO-SCE
36787,CISO-SCE
39717,EPE
36723,CISO-PGAE
37346,CISO-SCE
35574,BPAT
35575,PGE
35877,CISO-PGAE
36405,CISO-PGAE
36820,CISO-SCE
36819,CISO-SCE
36220,CISO-PGAE
36219,CISO-PGAE
35651,PGE
35652,PGE
39033,PSCO
39237,WACM
35171,BPAT
35941,BANC
38820,PNM
35940,BANC
35515,PACW
36202,CISO-PGAE
36928,CISO-SCE
39510,PACE
35749,BPAT
36575,CISO-PGAE
35089,PSEI
36571,CISO-PGAE
37082,CISO-SCE
39140,PSCO
39139,PSCO
35917,BANC
35918,BANC
35420,AVA
39645,NWMT
36157,CISO-PGAE
36400,CISO-PGAE
36923,CISO-SCE
36399,CISO-PGAE
36924,CISO-SCE
35360,BPAT
39025,PSCO
39024,PSCO
35607,PACW
35608,PACW
35054,BPAT
35053,PSEI
37519,CISO-SDGE
36085,CISO-PGAE
38998,PSCO
38997,PSCO
37512,CISO-SCE
37348,CISO-SCE
37349,CISO-SCE
36901,LDWP
39117,PSCO
37365,CISO-SCE
35142,BPAT
35143,BPAT
36282,CISO-PGAE
36283,CISO-PGAE
35006,BPAT
35090,PSEI
35304,PSEI
35303,BPAT
37690,IID
35238,PSEI
37691,IID
35239,PSEI
35280,PSEI
35279,PSEI
35384,AVA
37564,CISO-SCE
36127,CISO-PGAE
38723,PACE
36106,CISO-PGAE
36107,CISO-PGAE
38620,PACE
39358,WACM
36574,CISO-PGAE
36355,CISO-PGAE
38781,PNM
36380,CISO-PGAE
36379,CISO-PGAE
36389,CISO-PGAE
36390,CISO-PGAE
39092,PSCO
39093,PSCO
39644,NWMT
36235,CISO-PGAE
37556,CISO-SDGE
38309,Arizona
38924,PSCO
38248,Arizona
36779,CISO-PGAE
36778,CISO-PGAE
37575,CISO-SCE
37574,CISO-SCE
35061,PGE
36954,CISO-SCE
39359,WACM
35601,PGE
39451,IPCO
37570,CISO-SDGE
39207,WACM
35878,CISO-PGAE
38232,Arizona
36079,CISO-PGAE
35665,PGE
36558,CISO-PGAE
36557,CISO-PGAE
35668,PGE
35586,PGE
35669,PGE
37684,CISO-SCE
36403,CISO-PGAE
36999,CISO-SCE
36998,CISO-SCE
36944,LDWP
36933,CISO-SCE
38321,Arizona
37443,CISO-SCE
37442,CISO-SCE
38797,PNM
37667,CISO-SDGE
39431,AVA
39430,AVA
35572,PGE
35573,PGE
35755,BPAT
35875,CISO-PGAE
36979,CISO-SCE
35692,BPAT
35691,PGE
39613,NWMT
38215,Arizona
38937,PSCO
37578,CISO-SDGE
37626,CISO-SDGE
36724,CISO-PGAE
39346,PACE
39041,PSCO
39040,PSCO
35632,BPAT
37126,CISO-SCE
37127,CISO-SCE
35631,BPAT
37090,CISO-SCE
37089,CISO-SCE
37593,CISO-SCE
38251,Arizona
37066,CISO-SCE
37594,CISO-SCE
38585,PACE
35148,PSEI
35340,DOPD
38586,PACE
35147,PSEI
38549,PACE
38550,PACE
36133,CISO-PGAE
39216,WACM
35885,CISO-PGAE
39217,WACM
35629,PGE
35630,PGE
37838,NEVP
37093,CISO-SCE
36301,CISO-PGAE
36714,CISO-PGAE
37372,CISO-SCE
37371,CISO-SCE
36349,CISO-PGAE
36348,CISO-PGAE
36251,CISO-PGAE
36134,CISO-PGAE
35638,PGE
36203,CISO-PGAE
35637,PGE
36960,LDWP
39419,AVA
37526,CISO-SDGE
39165,WACM
39166,WACM
35316,BPAT
36307,CISO-PGAE
37679,CISO-SCE
36531,CISO-PGAE
35986,CISO-PGAE
35683,PGE
38916,PSCO
39526,PACE
37808,NEVP
35081,PSEI
36538,TIDC
35948,BANC
38990,PSCO
35241,PSEI
35240,PSEI
35685,BPAT
35686,PGE
37422,CISO-SCE
37421,CISO-SCE
36549,CISO-PGAE
39085,PSCO
39086,PSCO
36234,CISO-PGAE
36889,CISO-SCE
36496,CISO-PGAE
35404,AVA
36616,CISO-SCE
36617,CISO-SCE
37707,IID
37706,IID
37592,CISO-SCE
39120,PSCO
37591,CISO-SCE
39119,PSCO
36461,CISO-PGAE
35850,CISO-PGAE
35512,PACW
36136,CISO-PGAE
35660,PGE
37672,CISO-SDGE
36109,CISO-PGAE
36182,CISO-PGAE
36855,CISO-SCE
35088,PSEI
36872,LDWP
37023,LDWP
37577,CISO-SDGE
37576,CISO-SDGE
37160,CISO-SCE
37060,CISO-SCE
37021,CISO-SCE
37059,CISO-SCE
36091,CISO-PGAE
35071,PSEI
35724,PACW
36194,CISO-PGAE
35072,PSEI
35136,BPAT
37131,CISO-SCE
37130,CISO-SCE
35235,PSEI
35234,BPAT
39222,WACM
37624,CISO-SCE
35879,CISO-PGAE
36882,LDWP
36881,CISO-SCE
35513,PACW
36631,CISO-PGAE
39208,WACM
36818,CISO-SCE
36817,LDWP
35132,BPAT
35133,PSEI
35906,BANC
36536,BANC
36880,CISO-SCE
39152,WACM
39153,WACM
37698,IID
35864,CISO-PGAE
35907,BANC
36176,CISO-PGAE
35160,PSEI
38875,PNM
36190,CISO-PGAE
37087,CISO-SCE
37086,CISO-SCE
36095,CISO-PGAE
36094,CISO-PGAE
38844,PNM
38842,PNM
38843,PNM
35370,BPAT
39665,NWMT
35958,BANC
35957,BANC
37563,CISO-SCE
37562,CISO-SCE
39164,PSCO
39163,PSCO
38707,PACE
38845,EPE
35666,PGE
35723,PACW
35310,PSEI
39219,WACM
39124,PSCO
35209,PSEI
35210,PSEI
38836,PNM
38837,PNM
37461,CISO-SCE
36250,CISO-PGAE
36600,CISO-PGAE
36905,CISO-SCE
36904,CISO-SCE
38922,WACM
37374,CISO-SCE
36284,CISO-PGAE
37135,CISO-SCE
35969,BANC
36603,CISO-PGAE
35330,PSEI
35331,PSEI
35929,BANC
35928,BANC
36406,CISO-PGAE
37382,CISO-SDGE
37553,CISO-SCE
35040,PSEI
36396,CISO-PGAE
35693,PGE
36402,CISO-PGAE
36401,CISO-PGAE
37061,CISO-SCE
37062,CISO-SCE
36812,CISO-SCE
35671,PACW
35328,PSEI
37125,CISO-SCE
36902,CISO-SCE
36903,CISO-SCE
37124,CISO-SCE
38030,WALC
35369,BPAT
37476,CISO-SDGE
39347,PACE
37866,NEVP
38722,PACE
39344,PACE
38567,PACE
38568,PACE
35126,PSEI
35127,PSEI
35326,BPAT
39466,IPCO
36734,CISO-SCE
36229,CISO-PGAE
36228,CISO-PGAE
35951,BANC
37826,NEVP
38056,Arizona
38629,PACE
39619,NWMT
38630,PACE
37026,CISO-SCE
36273,CISO-PGAE
37133,CISO-SCE
36090,CISO-PGAE
36588,CISO-PGAE
35025,BPAT
35344,BPAT
35282,PSEI
36578,CISO-PGAE
35535,PACW
35283,PSEI
39341,PACE
36165,CISO-PGAE
36164,CISO-PGAE
37523,CISO-SDGE
35750,BPAT
35897,CISO-PGAE
37105,CISO-SCE
36404,CISO-PGAE
36156,CISO-PGAE
38310,Arizona
36754,CISO-PGAE
36753,CISO-PGAE
36789,CISO-SCE
38932,WACM
38931,WACM
36377,CISO-PGAE
36993,CISO-SCE
39516,PACE
37645,CISO-SDGE
39081,PSCO
37695,IID
39080,PSCO
36565,CISO-PGAE
36566,CISO-PGAE
38602,PACE
36397,CISO-PGAE
37685,CISO-SCE
35103,PGE
35104,BPAT
35681,PGE
35682,PGE
35400,AVA
36147,CISO-PGAE
36148,CISO-PGAE
35401,AVA
36233,CISO-PGAE
38912,PSCO
38913,PSCO
36114,CISO-PGAE
36740,CISO-SCE
35960,BANC
36195,CISO-PGAE
35959,BANC
36657,TIDC
36526,TIDC
36117,CISO-PGAE
36116,CISO-PGAE
36328,CISO-PGAE
36329,CISO-PGAE
39343,PACE
37659,CISO-SDGE
35901,CISO-PGAE
35900,BANC
36908,LDWP
35653,PGE
35654,PGE
39210,WACM
35398,AVA
35642,PGE
35643,PGE
37462,CISO-SCE
35297,PSEI
39192,WACM
39361,WACM
35284,PSEI
35677,PGE
36198,CISO-PGAE
37811,NEVP
37810,NEVP
36751,CISO-SCE
36752,CISO-SCE
36720,CISO-PGAE
36964,LDWP
35876,CISO-PGAE
35029,BPAT
38133,Arizona
38132,Arizona
35109,PSEI
39209,WACM
38613,PACE
38612,PACE
39143,PSCO
39144,PSCO
35141,PSEI
35140,BPAT
39422,BPAT
35516,PACW
35055,BPAT
35414,AVA
36793,CISO-PGAE
37678,CISO-SCE
37900,NEVP
35662,PGE
35390,AVA
35661,PGE
35193,BPAT
35192,PSEI
38325,Arizona
38326,Arizona
36865,LDWP
35084,BPAT
35085,BPAT
39150,PSCO
35231,PSEI
39149,PSCO
35230,PSEI
36268,CISO-PGAE
39099,PSCO
38709,PACE
36948,CISO-SCE
39200,WACM
35080,PSEI
35339,DOPD
35912,BANC
37840,NEVP
37839,NEVP
37039,CISO-SCE
37076,CISO-SCE
36791,CISO-SCE
37501,CISO-SCE
37502,CISO-SCE
37077,CISO-SCE
38976,WACM
37038,LDWP
36790,CISO-SCE
37901,NEVP
37491,CISO-SDGE
37490,CISO-SDGE
36300,CISO-PGAE
38015,Arizona
35213,BPAT
35212,PSEI
36288,CISO-PGAE
36289,CISO-PGAE
37663,CISO-SDGE
37822,NEVP
37823,NEVP
37871,NEVP
35045,PSEI
35044,PSEI
38662,PACE
38663,PACE
36503,CISO-PGAE
37330,CISO-SCE
37331,CISO-SCE
39191,WACM
36853,LDWP
36520,TIDC
35130,BPAT
35129,BPAT
36096,CISO-PGAE
35534,PACW
36532,CISO-PGAE
35914,CISO-PGAE
37835,NEVP
37834,NEVP
38529,WALC
38193,Arizona
38194,Arizona
36768,CISO-SCE
38172,Arizona
38173,Arizona
39194,WACM
37547,CISO-SDGE
39193,WACM
37548,CISO-SDGE
35978,BANC
37911,NEVP
37912,NEVP
38988,WACM
36376,CISO-PGAE
37363,CISO-SCE
36375,CISO-PGAE
35569,BPAT
35570,BPAT
39225,WACM
39108,PSCO
39109,PSCO
39226,PSCO
36159,CISO-PGAE
37168,CISO-SCE
37167,CISO-SCE
36128,CISO-PGAE
39116,PSCO
36306,CISO-PGAE
38118,Arizona
38119,Arizona
39230,WACM
36092,CISO-PGAE
36947,CISO-SCE
38075,Arizona
38074,Arizona
37587,CISO-SDGE
38694,PACE
35329,PSEI
38693,PACE
39168,WACM
37324,CISO-SCE
35252,PSEI
35251,BPAT
35874,CISO-PGAE
37550,CISO-SCE
37549,CISO-SCE
39031,PSCO
39032,PSCO
36961,LDWP
36883,LDWP
37298,CISO-SCE
39167,WACM
39014,PSCO
39015,PSCO
36772,CISO-PGAE
36771,CISO-PGAE
38908,PSCO
36767,CISO-SCE
35656,BPAT
36398,CISO-PGAE
37642,CISO-SCE
35295,PSEI
35294,PSEI
35684,PGE
35187,BPAT
35186,BPAT
36120,CISO-PGAE
36705,CISO-PGAE
36706,CISO-PGAE
37555,CISO-SDGE
37554,CISO-SDGE
38070,Arizona
36742,CISO-PGAE
37410,CISO-SCE
37409,CISO-SDGE
35887,CISO-PGAE
39362,WACM
35893,CISO-PGAE
37405,CISO-SDGE
37114,CISO-SCE
37113,CISO-SCE
38795,PNM
38794,PNM
39587,NWMT
35830,CISO-PGAE
37475,CISO-SCE
39235,WACM
38915,PSCO
39236,WACM
35517,BPAT
38655,PACE
38654,PACE
38618,PACE
38040,WALC
38039,WALC
35966,BANC
35965,BANC
37658,CISO-SDGE
39204,WACM
39203,WACM
35983,CISO-PGAE
35020,PSEI
36780,CISO-SCE
36781,CISO-SCE
39125,PSCO
39065,PSCO
35832,CISO-PGAE
39007,PSCO
35694,PGE
36919,CISO-SCE
39656,NWMT
35695,PGE
35696,PGE
37579,CISO-SDGE
37580,CISO-SDGE
35867,CISO-PGAE
38372,Arizona
37358,CISO-SCE
37357,CISO-SCE
35605,BPAT
39087,PSCO
36488,CISO-PGAE
36939,LDWP
38616,PACE
38617,PACE
38217,Arizona
38216,Arizona
38943,PSCO
39042,PSCO
39043,PSCO
37367,CISO-SCE
35737,BPAT
37661,CISO-SCE
36260,CISO-PGAE
35264,PSEI
39450,AVA
39727,EPE
39726,EPE
36466,CISO-PGAE
39018,PSCO
35366,BPAT
38808,PNM
39004,PSCO
38809,PNM
39005,PSCO
38016,Arizona
35942,BANC
36352,CISO-PGAE
37148,CISO-SCE
37149,CISO-SCE
38220,Arizona
38219,Arizona
35529,BPAT
35540,PACW
38270,Arizona
38269,Arizona
35189,PSEI
35188,PSEI
35245,PSEI
35246,PSEI
36824,CISO-SCE
37559,CISO-SDGE
37558,CISO-SDGE
37302,CISO-SCE
36743,CISO-PGAE
37301,CISO-SCE
35218,PSEI
38832,PNM
35219,BPAT
38833,PNM
36958,LDWP
36089,CISO-PGAE
36088,CISO-PGAE
36580,CISO-PGAE
36102,CISO-PGAE
37328,CISO-SCE
39455,IPCO
39456,IPCO
36330,CISO-PGAE
36331,CISO-PGAE
39370,WACM
35323,BPAT
38588,PACE
35120,BPAT
35119,PSEI
38587,PACE
38989,WACM
37552,CISO-SCE
39089,PSCO
39088,PSCO
35593,BPAT
35592,BPAT
35051,PSEI
37156,CISO-SCE
37157,CISO-SCE
39363,WACM
36255,CISO-PGAE
39513,PACE
36254,CISO-PGAE
38666,PACE
38667,PACE
39077,PSCO
39076,PSCO
39415,AVA
37009,LDWP
39416,AVA
36395,CISO-PGAE
36232,CISO-PGAE
36231,CISO-PGAE
36968,LDWP
36414,CISO-PGAE
36413,CISO-PGAE
35546,PACW
38355,Arizona
38354,Arizona
36592,CISO-PGAE
35547,PACW
36593,CISO-PGAE
39079,PSCO
39078,PSCO
39501,IPCO
35102,BPAT
35101,BPAT
36978,LDWP
35863,CISO-PGAE
35083,PSEI
36291,CISO-PGAE
35149,PSEI
39073,PSCO
39074,PSCO
37373,CISO-SCE
35250,PSEI
35249,PSEI
35227,PSEI
35226,PSEI
39110,PSCO
39111,PSCO
39376,WACM
37030,LDWP
